img_tag,x_center,y_center,width,height
01_14_13,0.628125,0.95625,0.018749999999999933,0.020000000000000018
01_14_14,0.911875,0.18875,0.04625000000000001,0.034999999999999976
01_14_14,0.50625,0.5118750000000001,0.017500000000000016,0.016249999999999987
01_14_15,0.07250000000000001,0.6275,0.020000000000000004,0.022500000000000075
01_14_15,0.225,0.28375,0.017500000000000016,0.020000000000000018
01_14_15,0.775625,0.59375,0.018750000000000044,0.01750000000000007
01_14_15,0.688125,0.910625,0.02124999999999999,0.016249999999999987
01_14_16,0.0225,0.80125,0.015,0.020000000000000018
01_14_16,0.0575,0.39125,0.022500000000000006,0.017500000000000016
01_14_16,0.226875,0.26125,0.036250000000000004,0.015000000000000013
01_14_16,0.5331250000000001,0.36,0.018749999999999933,0.010000000000000009
01_14_16,0.6481250000000001,0.33625000000000005,0.018749999999999933,0.012500000000000011
01_14_17,0.159375,0.343125,0.018750000000000017,0.013749999999999984
01_14_17,0.270625,0.070625,0.02124999999999999,0.01625
01_14_17,0.328125,0.213125,0.02124999999999999,0.013750000000000012
01_14_17,0.5487500000000001,0.0175,0.015000000000000013,0.0125
01_14_17,0.69875,0.14937499999999998,0.012499999999999956,0.016250000000000014
01_14_17,0.81625,0.06875,0.022499999999999964,0.012499999999999997
01_14_17,0.829375,0.19874999999999998,0.018750000000000044,0.017499999999999988
01_14_28,0.51625,0.4375,0.010000000000000009,0.012499999999999956
01_14_28,0.48375,0.450625,0.010000000000000009,0.01375000000000004
01_14_28,0.4375,0.67125,0.010000000000000009,0.012499999999999956
01_14_28,0.5293749999999999,0.48,0.008749999999999925,0.017500000000000016
01_15_12,0.71875,0.066875,0.02499999999999991,0.02375
01_15_12,0.06,0.005625,0.015000000000000006,0.00875
01_15_12,0.296875,0.8500000000000001,0.018750000000000044,0.025000000000000022
01_15_12,0.546875,0.943125,0.013749999999999929,0.016249999999999987
01_15_12,0.6475,0.81875,0.030000000000000027,0.0625
01_15_12,0.4925,0.49187499999999995,0.015000000000000013,0.021249999999999936
01_15_12,0.6187499999999999,0.35062499999999996,0.03749999999999998,0.048750000000000016
01_15_12,0.92625,0.31,0.01750000000000007,0.025000000000000022
01_15_12,0.7931250000000001,0.508125,0.01375000000000004,0.021250000000000047
01_15_12,0.936875,0.5237499999999999,0.02124999999999999,0.025000000000000022
01_15_12,0.6231249999999999,0.90375,0.016249999999999987,0.022500000000000075
01_15_13,0.0475,0.53125,0.024999999999999994,0.03499999999999992
01_15_13,0.084375,0.156875,0.021250000000000005,0.02375000000000002
01_15_13,0.37312500000000004,0.34750000000000003,0.01874999999999999,0.017500000000000016
01_15_13,0.5025000000000001,0.326875,0.02250000000000002,0.028749999999999998
01_15_13,0.719375,0.22875,0.018750000000000044,0.017499999999999988
01_15_13,0.73875,0.328125,0.02749999999999997,0.018750000000000044
01_15_14,0.08125,0.181875,0.03,0.023749999999999993
01_15_14,0.181875,0.19125,0.018750000000000017,0.020000000000000018
01_15_14,0.719375,0.021249999999999998,0.023749999999999938,0.017499999999999998
01_15_14,0.26125,0.73125,0.010000000000000009,0.015000000000000013
01_15_15,0.06,0.38187499999999996,0.010000000000000002,0.01874999999999999
01_15_15,0.228125,0.110625,0.016249999999999987,0.01874999999999999
01_15_22,0.021875,0.871875,0.01625,0.018749999999999933
01_15_22,0.04375,0.928125,0.010000000000000002,0.018750000000000044
01_15_22,0.6112500000000001,0.57375,0.03500000000000003,0.020000000000000018
01_15_23,0.48,0.16375,0.010000000000000009,0.007500000000000007
01_15_23,0.5231250000000001,0.171875,0.008749999999999925,0.011249999999999982
01_15_23,0.519375,0.20937499999999998,0.008750000000000036,0.01125000000000001
01_15_25,0.5675,0.09125,0.02750000000000008,0.04000000000000001
01_15_25,0.54625,0.235,0.01750000000000007,0.04249999999999998
01_15_26,0.056875,0.525,0.01625,0.022499999999999964
01_15_26,0.13,0.29625,0.015000000000000013,0.025000000000000022
01_15_26,0.156875,0.380625,0.018750000000000017,0.02124999999999999
01_15_26,0.371875,0.628125,0.011249999999999982,0.018749999999999933
01_15_26,0.241875,0.9881249999999999,0.023749999999999966,0.016249999999999987
01_16_12,0.32625,0.34375,0.015000000000000013,0.01749999999999996
01_16_12,0.35750000000000004,0.50625,0.02250000000000002,0.03750000000000003
01_16_12,0.4275,0.18125000000000002,0.030000000000000027,0.022499999999999992
01_16_12,0.639375,0.160625,0.018750000000000044,0.03125
01_16_12,0.504375,0.3125,0.013749999999999984,0.01749999999999996
01_16_12,0.491875,0.583125,0.01375000000000004,0.013749999999999929
01_16_12,0.58375,0.263125,0.01750000000000007,0.018750000000000044
01_16_12,0.17125,0.8887499999999999,0.017499999999999988,0.03749999999999998
01_16_12,0.330625,0.9850000000000001,0.02124999999999999,0.025000000000000022
01_16_12,0.7375,0.5425,0.015000000000000013,0.015000000000000013
01_16_12,0.735625,0.47375,0.01375000000000004,0.015000000000000013
01_16_12,0.8825000000000001,0.32999999999999996,0.015000000000000013,0.034999999999999976
01_16_12,0.856875,0.81875,0.018749999999999933,0.022499999999999964
01_16_12,0.9275,0.593125,0.010000000000000009,0.011249999999999982
01_16_12,0.940625,0.584375,0.011249999999999982,0.008750000000000036
01_16_25,0.7481249999999999,0.730625,0.01375000000000004,0.018750000000000044
01_16_25,0.865625,0.555625,0.008750000000000036,0.01375000000000004
01_16_25,0.9550000000000001,0.59125,0.015000000000000013,0.019999999999999907
01_16_25,0.9475,0.07,0.015000000000000013,0.0175
01_16_25,0.8525,0.114375,0.007499999999999951,0.013749999999999998
01_16_25,0.958125,0.56375,0.03125,0.025000000000000022
01_16_25,0.969375,0.561875,0.02124999999999999,0.03374999999999995
01_16_26,0.11,0.24562499999999998,0.017499999999999988,0.013750000000000012
01_16_26,0.15875,0.2925,0.007500000000000007,0.015000000000000013
01_16_26,0.3225,0.29312499999999997,0.012500000000000011,0.011250000000000038
01_16_26,0.11,0.52625,0.012500000000000011,0.022499999999999964
01_16_26,0.3075,0.18375000000000002,0.012499999999999956,0.024999999999999994
01_17_1,0.5475,0.876875,0.03249999999999997,0.03125
01_17_1,0.93375,0.44562500000000005,0.012499999999999956,0.01874999999999999
01_17_11,0.569375,0.736875,0.01375000000000004,0.006249999999999978
01_17_11,0.54875,0.7518750000000001,0.010000000000000009,0.006249999999999978
01_17_12,0.5231250000000001,0.64375,0.02375000000000005,0.032500000000000084
01_17_12,0.6425000000000001,0.6174999999999999,0.022500000000000075,0.01749999999999996
01_17_12,0.6368750000000001,0.681875,0.028749999999999942,0.03125
01_17_12,0.9237500000000001,0.7675,0.022500000000000075,0.030000000000000027
01_17_12,0.8825000000000001,0.44062500000000004,0.022500000000000075,0.03375
01_17_12,0.504375,0.35750000000000004,0.023749999999999993,0.027500000000000024
01_17_12,0.735,0.2575,0.020000000000000018,0.030000000000000027
01_17_12,0.8006249999999999,0.26375000000000004,0.026249999999999996,0.02250000000000002
01_17_12,0.31875,0.21437499999999998,0.019999999999999962,0.02125000000000002
01_17_12,0.40125,0.116875,0.020000000000000018,0.018750000000000003
01_17_12,0.4625,0.234375,0.017500000000000016,0.01874999999999999
01_17_12,0.6443749999999999,0.095625,0.01375000000000004,0.01125000000000001
01_17_13,0.389375,0.604375,0.021250000000000047,0.03125
01_17_13,0.41500000000000004,0.6000000000000001,0.017500000000000016,0.02749999999999997
01_17_13,0.455625,0.536875,0.018750000000000044,0.018750000000000044
01_17_13,0.468125,0.578125,0.02124999999999999,0.018750000000000044
01_17_13,0.485,0.5974999999999999,0.020000000000000018,0.025000000000000022
01_17_13,0.583125,0.7475,0.02124999999999999,0.01749999999999996
01_17_13,0.434375,0.92625,0.016249999999999987,0.03249999999999997
01_17_13,0.258125,0.818125,0.01375000000000004,0.008750000000000036
01_17_13,0.25,0.855,0.012499999999999983,0.010000000000000009
01_17_13,0.060625,0.5843750000000001,0.01875000000000001,0.016249999999999987
01_17_13,0.141875,0.540625,0.01874999999999999,0.011249999999999982
01_17_13,0.045,0.6268750000000001,0.010000000000000002,0.016249999999999987
01_17_13,0.12875,0.608125,0.012500000000000011,0.016249999999999987
01_17_13,0.09562499999999999,0.8206249999999999,0.013749999999999998,0.016249999999999987
01_17_13,0.168125,0.91625,0.011249999999999982,0.007500000000000062
01_17_13,0.30125,0.71875,0.007500000000000007,0.004999999999999893
01_17_13,0.30062500000000003,0.7262500000000001,0.006250000000000033,0.0050000000000000044
01_18_1,0.365625,0.028749999999999998,0.023749999999999993,0.0325
01_18_1,0.5606249999999999,0.263125,0.018749999999999933,0.03874999999999998
01_18_10,0.534375,0.35,0.016249999999999987,0.017500000000000016
01_18_10,0.55125,0.938125,0.030000000000000027,0.02124999999999999
01_18_10,0.7462500000000001,0.913125,0.007499999999999951,0.011249999999999982
01_18_10,0.68,0.35562499999999997,0.010000000000000009,0.013749999999999984
01_18_10,0.71,0.4425,0.0050000000000000044,0.015000000000000013
01_18_10,0.7893749999999999,0.042499999999999996,0.011250000000000093,0.019999999999999997
01_18_10,0.8043750000000001,0.06812499999999999,0.016249999999999987,0.011249999999999996
01_18_10,0.823125,0.07375000000000001,0.02124999999999999,0.009999999999999995
01_18_10,0.85375,0.078125,0.01750000000000007,0.01125000000000001
01_18_10,0.875625,0.081875,0.018750000000000044,0.011249999999999996
01_18_10,0.655625,0.25125,0.02124999999999999,0.014999999999999986
01_18_10,0.7012499999999999,0.2375,0.025000000000000022,0.012499999999999983
01_18_10,0.620625,0.81375,0.016249999999999987,0.03249999999999997
01_18_10,0.746875,0.61375,0.006249999999999978,0.010000000000000009
01_18_10,0.684375,0.638125,0.008749999999999925,0.008749999999999925
01_18_10,0.5475,0.385625,0.012499999999999956,0.006249999999999978
01_18_10,0.551875,0.39125,0.011249999999999982,0.007500000000000007
01_18_10,0.5325,0.36812500000000004,0.0050000000000000044,0.011250000000000038
01_18_10,0.541875,0.36875,0.006250000000000089,0.010000000000000009
01_18_11,0.26,0.55125,0.020000000000000018,0.022499999999999964
01_18_11,0.24125000000000002,0.64375,0.027499999999999997,0.020000000000000018
01_18_11,0.250625,0.6825,0.018750000000000017,0.03249999999999997
01_18_11,0.221875,0.823125,0.016250000000000014,0.013749999999999929
01_18_11,0.35375,0.83375,0.03249999999999997,0.01750000000000007
01_18_11,0.7,0.84625,0.020000000000000018,0.025000000000000022
01_18_11,0.09375,0.20750000000000002,0.022499999999999992,0.022499999999999992
01_18_11,0.30875,0.170625,0.0050000000000000044,0.00874999999999998
01_18_12,0.7987500000000001,0.015000000000000001,0.03749999999999998,0.0275
01_18_12,0.754375,0.10625,0.013749999999999929,0.022499999999999992
01_18_12,0.80125,0.096875,0.022499999999999964,0.036250000000000004
01_18_12,0.92625,0.08875,0.015000000000000013,0.020000000000000004
01_18_12,0.27812499999999996,0.23375,0.01874999999999999,0.017499999999999988
01_18_12,0.4575,0.2975,0.02250000000000002,0.027500000000000024
01_18_12,0.68625,0.309375,0.012499999999999956,0.026249999999999996
01_18_12,0.76125,0.23625000000000002,0.022499999999999964,0.07250000000000001
01_18_12,0.8431249999999999,0.3225,0.026249999999999996,0.030000000000000027
01_18_12,0.396875,0.45,0.016250000000000042,0.015000000000000013
01_18_12,0.43125,0.48562500000000003,0.017500000000000016,0.036250000000000004
01_18_12,0.535,0.45062500000000005,0.012499999999999956,0.028749999999999998
01_18_12,0.7525,0.375625,0.01749999999999996,0.048750000000000016
01_18_12,0.7481249999999999,0.505,0.018749999999999933,0.040000000000000036
01_18_12,0.379375,0.6325000000000001,0.011249999999999982,0.03500000000000003
01_18_12,0.48125,0.58375,0.020000000000000018,0.040000000000000036
01_18_12,0.424375,0.720625,0.018750000000000044,0.03125
01_18_12,0.749375,0.585,0.02124999999999999,0.01749999999999996
01_18_12,0.953125,0.589375,0.013749999999999929,0.013749999999999929
01_18_12,0.940625,0.620625,0.036250000000000004,0.04125000000000001
01_18_12,0.7093750000000001,0.7012499999999999,0.026249999999999996,0.03749999999999998
01_18_12,0.908125,0.649375,0.011249999999999982,0.026249999999999996
01_18_12,0.631875,0.836875,0.018749999999999933,0.02124999999999999
01_18_12,0.6487499999999999,0.878125,0.015000000000000013,0.02375000000000005
01_18_12,0.63,0.983125,0.020000000000000018,0.016249999999999987
01_18_12,0.73125,0.924375,0.015000000000000013,0.016249999999999987
01_18_12,0.773125,0.96875,0.02124999999999999,0.014999999999999902
01_18_12,0.193125,0.82875,0.02124999999999999,0.03499999999999992
01_18_12,0.265625,0.6925,0.02124999999999999,0.02750000000000008
01_18_12,0.265,0.77125,0.02250000000000002,0.03750000000000009
01_18_12,0.27749999999999997,0.87125,0.014999999999999958,0.030000000000000027
01_18_12,0.8200000000000001,0.950625,0.01749999999999996,0.018749999999999933
01_18_13,0.18875,0.13125,0.025000000000000022,0.029999999999999985
01_18_13,0.21000000000000002,0.3925,0.014999999999999986,0.015000000000000013
01_18_13,0.28500000000000003,0.330625,0.02250000000000002,0.018750000000000044
01_18_13,0.07250000000000001,0.6325000000000001,0.015,0.01749999999999996
01_18_13,0.13375,0.59375,0.012500000000000011,0.02499999999999991
01_18_13,0.12125,0.704375,0.012499999999999997,0.018750000000000044
01_18_13,0.16625,0.808125,0.022499999999999992,0.018750000000000044
01_18_13,0.150625,0.8725,0.016250000000000014,0.015000000000000013
01_18_13,0.02375,0.846875,0.024999999999999998,0.04625000000000001
01_18_13,0.230625,0.7262500000000001,0.00874999999999998,0.012500000000000067
01_18_13,0.221875,0.765625,0.013750000000000012,0.013749999999999929
01_18_13,0.109375,0.961875,0.016249999999999987,0.018749999999999933
01_18_13,0.42625,0.936875,0.034999999999999976,0.018750000000000044
01_18_13,0.383125,0.988125,0.016249999999999987,0.02124999999999999
01_18_13,0.441875,0.9550000000000001,0.02124999999999999,0.012500000000000067
01_18_13,0.44625000000000004,0.833125,0.012500000000000011,0.008750000000000036
01_18_13,0.475,0.826875,0.017500000000000016,0.01375000000000004
01_18_13,0.503125,0.8400000000000001,0.021250000000000047,0.01749999999999996
01_18_13,0.48812500000000003,0.8731249999999999,0.01874999999999999,0.02375000000000005
01_18_13,0.48125,0.984375,0.04749999999999999,0.023749999999999938
01_18_13,0.26937500000000003,0.683125,0.00874999999999998,0.006249999999999978
01_18_13,0.27625,0.659375,0.007500000000000007,0.006249999999999978
01_18_13,0.27249999999999996,0.6656249999999999,0.007500000000000007,0.006249999999999978
01_18_16,0.498125,0.37875000000000003,0.016249999999999987,0.019999999999999962
01_18_16,0.500625,0.446875,0.016250000000000042,0.011250000000000038
01_18_16,0.6793750000000001,0.354375,0.01375000000000004,0.018750000000000044
01_18_17,0.5231250000000001,0.3575,0.008749999999999925,0.015000000000000013
01_18_17,0.691875,0.17125,0.011249999999999982,0.014999999999999986
01_19_10,0.284375,0.51,0.016249999999999987,0.015000000000000013
01_19_10,0.37875000000000003,0.5762499999999999,0.012500000000000011,0.015000000000000013
01_19_10,0.401875,0.555625,0.023749999999999993,0.03874999999999995
01_19_10,0.791875,0.84375,0.016250000000000098,0.02750000000000008
01_19_10,0.125,0.13874999999999998,0.015000000000000013,0.014999999999999986
01_19_10,0.69,0.38625,0.015000000000000013,0.015000000000000013
01_19_10,0.661875,0.326875,0.013749999999999929,0.013749999999999984
01_19_10,0.73125,0.40625,0.007499999999999951,0.012499999999999956
01_19_10,0.724375,0.4,0.008750000000000036,0.010000000000000009
01_19_10,0.04625,0.12937500000000002,0.0175,0.018750000000000017
01_19_10,0.35,0.06,0.007500000000000007,0.010000000000000002
01_19_10,0.46625,0.09625,0.010000000000000009,0.012499999999999997
01_19_10,0.195,0.12937500000000002,0.012500000000000011,0.016250000000000014
01_19_11,0.306875,0.068125,0.05125000000000002,0.03375000000000001
01_19_11,0.24874999999999997,0.24374999999999997,0.014999999999999986,0.014999999999999986
01_19_11,0.60375,0.36,0.012499999999999956,0.017500000000000016
01_19_11,0.733125,0.389375,0.01375000000000004,0.016250000000000042
01_19_11,0.666875,0.49375,0.013749999999999929,0.020000000000000018
01_19_11,0.6725,0.55125,0.01750000000000007,0.012499999999999956
01_19_11,0.653125,0.576875,0.02375000000000005,0.02375000000000005
01_19_11,0.896875,0.405625,0.023749999999999938,0.023749999999999993
01_19_11,0.92875,0.541875,0.025000000000000022,0.02124999999999999
01_19_11,0.21625,0.905625,0.020000000000000018,0.018750000000000044
01_19_11,0.29625,0.838125,0.02250000000000002,0.028750000000000053
01_19_11,0.36875,0.775,0.02250000000000002,0.020000000000000018
01_19_11,0.4,0.833125,0.019999999999999962,0.018750000000000044
01_19_11,0.568125,0.729375,0.016249999999999987,0.016250000000000098
01_19_11,0.5125,0.796875,0.012500000000000067,0.011249999999999982
01_19_11,0.506875,0.875,0.01874999999999999,0.010000000000000009
01_19_11,0.825,0.78125,0.032500000000000084,0.02499999999999991
01_19_11,0.9212499999999999,0.805625,0.015000000000000013,0.02375000000000005
01_19_11,0.891875,0.65875,0.016249999999999987,0.019999999999999907
01_19_12,0.5525,0.16062500000000002,0.020000000000000018,0.04374999999999998
01_19_12,0.44937499999999997,0.291875,0.01874999999999999,0.03125
01_19_12,0.7525,0.245,0.02749999999999997,0.024999999999999994
01_19_12,0.9625,0.52125,0.012499999999999956,0.01750000000000007
01_19_12,0.76875,0.49624999999999997,0.015000000000000013,0.012499999999999956
01_19_12,0.598125,0.318125,0.013749999999999929,0.013749999999999984
01_19_12,0.478125,0.42562500000000003,0.016250000000000042,0.03375
01_19_12,0.531875,0.4275,0.02124999999999999,0.03249999999999997
01_19_12,0.56875,0.45499999999999996,0.022499999999999964,0.02250000000000002
01_19_12,0.308125,0.36375,0.01874999999999999,0.027500000000000024
01_19_12,0.48,0.5925,0.04499999999999993,0.06000000000000005
01_19_12,0.490625,0.69875,0.013749999999999984,0.03749999999999998
01_19_12,0.62375,0.5,0.012499999999999956,0.017500000000000016
01_19_12,0.59375,0.515625,0.012499999999999956,0.023749999999999938
01_19_12,0.5862499999999999,0.575,0.015000000000000013,0.029999999999999916
01_19_12,0.595625,0.661875,0.011249999999999982,0.016249999999999987
01_19_12,0.113125,0.405625,0.01625,0.016249999999999987
01_19_12,0.07125000000000001,0.563125,0.020000000000000004,0.023749999999999938
01_19_12,0.20625,0.42125,0.035,0.025000000000000022
01_19_12,0.923125,0.775,0.03374999999999995,0.030000000000000027
01_19_12,0.188125,0.7575000000000001,0.04874999999999999,0.029999999999999916
01_19_12,0.10250000000000001,0.636875,0.0175,0.018750000000000044
01_19_12,0.41812499999999997,0.67875,0.016250000000000042,0.01749999999999996
01_19_13,0.25375000000000003,0.1375,0.027500000000000024,0.0325
01_19_13,0.34125,0.15812500000000002,0.03249999999999997,0.016250000000000014
01_19_13,0.32625000000000004,0.1325,0.012500000000000011,0.027499999999999997
01_19_13,0.5375000000000001,0.016875,0.015000000000000013,0.01125
01_19_13,0.081875,0.66625,0.01625,0.015000000000000013
01_19_13,0.130625,0.8475,0.013750000000000012,0.012499999999999956
01_19_13,0.13874999999999998,0.860625,0.014999999999999986,0.011249999999999982
01_19_13,0.09687499999999999,0.953125,0.021250000000000005,0.026250000000000107
01_19_9,0.0375,0.95625,0.017499999999999998,0.020000000000000018
01_19_9,0.186875,0.77625,0.02125000000000002,0.020000000000000018
01_19_9,0.36124999999999996,0.56375,0.02250000000000002,0.020000000000000018
01_19_9,0.39375,0.6968749999999999,0.020000000000000018,0.026249999999999996
01_19_9,0.45687500000000003,0.756875,0.03875000000000001,0.02124999999999999
01_19_9,0.5275000000000001,0.7893749999999999,0.02749999999999997,0.028749999999999942
01_19_9,0.6481250000000001,0.644375,0.016249999999999987,0.02124999999999999
01_19_9,0.680625,0.949375,0.036250000000000004,0.02124999999999999
01_19_9,0.189375,0.5631250000000001,0.03125,0.026249999999999996
01_19_9,0.131875,0.5743750000000001,0.01874999999999999,0.02375000000000005
01_19_9,0.08499999999999999,0.5631250000000001,0.015,0.016249999999999987
01_19_9,0.83875,0.12875,0.014999999999999902,0.03499999999999999
01_19_9,0.8274999999999999,0.09,0.0050000000000000044,0.012499999999999997
01_19_9,0.9075,0.04625,0.010000000000000009,0.012499999999999997
01_19_9,0.9075,0.49687499999999996,0.012499999999999956,0.011249999999999927
01_20_10,0.218125,0.77875,0.026250000000000023,0.019999999999999907
01_20_10,0.084375,0.905,0.011249999999999996,0.01749999999999996
01_20_10,0.286875,0.95625,0.01874999999999999,0.022500000000000075
01_20_10,0.84625,0.6837500000000001,0.03500000000000003,0.02749999999999997
01_20_10,0.7275,0.31375,0.04249999999999998,0.07249999999999995
01_20_10,0.8643749999999999,0.424375,0.026249999999999996,0.07374999999999998
01_20_10,0.8556250000000001,0.621875,0.036250000000000004,0.03125
01_20_10,0.463125,0.01875,0.023749999999999993,0.015
01_20_10,0.534375,0.18125,0.026249999999999996,0.06
01_20_10,0.980625,0.2025,0.02124999999999999,0.022499999999999992
01_20_11,0.064375,0.040625,0.016249999999999994,0.011249999999999996
01_20_11,0.110625,0.006875,0.023749999999999993,0.011250000000000001
01_20_11,0.22375,0.023125,0.024999999999999994,0.023750000000000004
01_20_11,0.203125,0.848125,0.016249999999999987,0.016249999999999987
01_20_11,0.196875,0.934375,0.013749999999999984,0.01375000000000004
01_20_11,0.6325000000000001,0.97125,0.007499999999999951,0.0050000000000000044
01_20_11,0.685,0.92625,0.007499999999999951,0.007500000000000062
